t,lat,lon,alt
724.8,48.85662028346405,2.352211744122447,36.4678688258989
724.9,48.856602053379625,2.3521988192840606,35.976835351839625
725.0,48.856608693587404,2.352203819433739,34.96015126934712
725.1,48.856594173588086,2.352213672990526,33.147116889895585
725.2,48.856598925623615,2.352208204377335,35.021908200060714
725.3,48.8566028226888,2.3522124689980015,36.021493421220896
725.4,48.85660206068474,2.3521914179953867,35.46633674655188
725.5,48.85659822210652,2.3522034661307756,33.20627007597234
725.6,48.85660535679817,2.3522007626244292,35.40917581680494
725.7,48.856608899301975,2.3521967135728494,34.09151691336616
725.8,48.856618998636016,2.352192556162638,36.674933439810026
725.9,48.856610666419684,2.352204038181733,32.896037504984335
726.0,48.85659680435908,2.352214934115105,35.31349479677857
726.1,48.85658787751149,2.352213115315668,34.92849631106279
726.2,48.85659723538798,2.3522061698630528,34.52718180886275
726.3,48.856597231207516,2.35220048920156,34.97958526132282
726.4,48.856601824705905,2.3521987131543614,37.22911891510915
726.5,48.85660636527056,2.352178879326501,34.46887324024762
726.6,48.85660058605026,2.352204345609239,35.29806585291471
726.7,48.85659399212316,2.352193110207673,35.93586110271432
726.8,48.85660003151736,2.3522006274797223,35.027827443481975
726.9,48.856612667099334,2.3521933532057315,33.76577278024419
727.0,48.856595060916526,2.352222016401906,34.00869340060883
727.1,48.85660072907596,2.352194233154872,35.480640481134394
727.2,48.856599034653065,2.352212930626086,36.227825383000045
727.3,48.8565963158493,2.352189399391746,36.36679725504309
727.4,48.85660063321558,2.3522108646845905,36.403149890656096
727.5,48.856599531450996,2.352228310433964,35.420009508288025
727.6,48.85658778773746,2.352179555918128,35.19707614539339
727.7,48.856608804341995,2.3522074923781715,34.065917702910376
727.8,48.85658958230062,2.352212417163835,35.16658243197619
727.9,48.8566023570229,2.352200588506044,35.17577941636724
728.0,48.85661424708314,2.352206840802084,34.813662898624266
728.1,48.85659537673862,2.352205621048819,35.23159392249109
728.2,48.85660100409544,2.3522106034715122,34.63014571327807
728.3,48.85659173697143,2.352202551952404,33.77359407427442
728.4,48.85659518912823,2.3522093662968353,35.2469630042621
728.5,48.85660063679965,2.352192189653268,36.59183787925956
728.6,48.85660875247031,2.352192660849046,35.94281923180794
728.7,48.856595203089114,2.3522099838051527,35.841586909645336
728.8,48.85661242518577,2.35219181144908,36.348717608809004
728.9,48.85661089818127,2.3521888077293993,36.35340572787016
729.0,48.85658985482113,2.3521870329632395,36.23672558069322
729.1,48.85660189759329,2.3522166217502125,36.17962860524551
729.2,48.85658686210931,2.3522078023575395,36.11608631453204
729.3,48.85660906902331,2.3522071638615123,34.769683275028996
729.4,48.85660752331282,2.352192193041007,34.90282793249913
729.5,48.85660319224273,2.352206186802778,34.226939448493006
729.6,48.85659963440938,2.352175479470842,35.68284964094645
729.7,48.85658622838534,2.3521955259559286,37.705828331957434
729.8,48.85662384688164,2.352191342787941,34.6195232350213
729.9,48.85660234375341,2.352191441185374,35.97095092154638
730.0,48.856603123082536,2.3522029763837273,34.62845204690909
730.1,48.85659691749998,2.352199927820563,35.20017764608693
730.2,48.856590715671196,2.3521939229436977,35.2594697103142
730.3,48.856601983836995,2.3521957199845636,36.93873917589359
730.4,48.8565908534002,2.3522036710296255,34.735420052836915
730.5,48.85659992369246,2.352206091924026,33.86035965304461
730.6,48.85658014833075,2.352205079774119,34.89822464558593
730.7,48.85660467435922,2.352220912185641,37.320740786833575
730.8,48.856602858782814,2.352202973131053,36.301543165714364
730.9,48.856605956027664,2.352199737527722,35.83236736672841
731.0,48.85659693415414,2.3522020723086734,36.092352993317064
731.1,48.85659471319855,2.3522015916903283,36.69397464325392
731.2,48.856611024650945,2.3522014065169183,37.42272894825948
731.3,48.85660616743192,2.352204334861085,36.56793268630075
731.4,48.856613843426196,2.3521949293546967,35.82196669534717
731.5,48.85660508733015,2.352209673432541,37.09866670345573
731.6,48.85660718058682,2.352195314292857,36.18261070132543
731.7,48.85660220772983,2.3522039044731753,36.438057263730336
731.8,48.856586992435254,2.3521916088701147,36.55062280042577
731.9,48.85658564276217,2.3522108172298286,34.971425315479365
732.0,48.85661297544264,2.352227205622785,36.21541144577824
732.1,48.85661110956259,2.3522034965331575,36.587385386929036
732.2,48.856614647806595,2.3522112781593405,34.943472945697145
732.3,48.85660399684244,2.3521893391912196,37.79899289787824
732.4,48.85659542015227,2.3522064738039505,35.2283508196219
732.5,48.85660323116487,2.35219369715436,38.17993080630362
732.6,48.856599363795986,2.352203515513653,35.852179841715085
732.7,48.856619821525996,2.3522015496298936,36.56270836872404
732.8,48.8566068816058,2.3521948883680452,35.435608013717875
732.9,48.85660283891831,2.352207810413355,34.93494087420203
733.0,48.85660489378414,2.352200728421413,36.83238381277084
733.1,48.8566004224666,2.352203535603764,35.51106761430256
733.2,48.85659083646712,2.352188321257236,35.95473171980718
733.3,48.85659875605113,2.3522086354079,37.99013532849725
733.4,48.85659554141347,2.352205163621583,36.26742300879141
733.5,48.85660181184369,2.352205802319589,36.291916475502475
733.6,48.85661473815603,2.3522066953502,34.50538865636855
733.7,48.8566123963673,2.352195499352986,36.06612440635173
733.8,48.856605259834666,2.3521916608131694,38.190373480804354
733.9,48.85661172228042,2.352196268520821,35.74638422445445
734.0,48.856612262745394,2.3521974602126536,36.65462988973771
734.1,48.856598037427084,2.3522067896448218,36.882090326384244
734.2,48.85659672094923,2.352201167263368,35.214271421341735
734.3,48.85661575179457,2.3522034600440445,33.911910134708975
734.4,48.85659849983914,2.3521925200258846,36.67222080246441
734.5,48.85660139050073,2.352194591853427,35.6585310647622
734.6,48.85659809107715,2.352200846997389,37.40143004119305
734.7,48.856596023308875,2.352198261975798,33.444649087693364
734.8,48.85661502015728,2.3521890747690932,36.87714366909909
734.9,48.856599441652726,2.3522059840222456,36.61065951123633
735.0,48.856600688125994,2.3522152445745528,36.510400876107646
735.1,48.856588146991164,2.352217388181042,36.53808506680275
735.2,48.856594839736154,2.3521870992925287,34.18951985952471
735.3,48.85659721876063,2.3521962292241927,35.37368508823648
735.4,48.85660281912766,2.3521972604205335,37.37266176593637
735.5,48.85660292476428,2.3521819554537977,37.07163309315749
735.6,48.85660382664975,2.3522060767026254,34.35109323727139
735.7,48.85661716687734,2.3521977627069486,35.46297428803601
735.8,48.85660187231601,2.3522141099454625,34.25083002735592
735.9,48.856601188390194,2.352200970130206,33.337637202387796
736.0,48.85660138532888,2.352226596826746,35.630240109670694
736.1,48.85659158158128,2.3522134232401988,35.79863903085111
736.2,48.85660120598587,2.352198445361917,34.483429284389935
736.3,48.856614070633974,2.3522051589194106,33.8122058422932
736.4,48.85659177087322,2.3522016500756644,33.52035733571191
736.5,48.856592997608246,2.3521824354258967,34.873079021562425
736.6,48.85659367821362,2.3522004219415558,33.708631596112106
736.7,48.85660570423375,2.3521886168191375,36.00835378010389
736.8,48.856587536320376,2.352208337434834,34.301943064713235
736.9,48.85659171885158,2.35221404758325,35.33561865645175
737.0,48.85659639891394,2.352205112400621,34.37696449129213
737.1,48.856577652514275,2.3521925574276237,34.525274407854184
737.2,48.85660911586103,2.3521871886403596,35.39754098466269
737.3,48.85659250662977,2.3522073840883286,35.146157448094044
737.4,48.85660654318061,2.3521972912956857,37.14781734907851
737.5,48.85660792259378,2.3521966759078414,37.41454968911687
737.6,48.856598323253266,2.352188624622788,34.278952202583866
737.7,48.85659068755838,2.352194788191032,35.351911790563406
737.8,48.8566033455196,2.3521967886300312,35.44148065983189
737.9,48.85660774317969,2.3522035709308824,37.182612466275245
738.0,48.85659135066577,2.352211392609993,35.9722154537725
738.1,48.85660501470247,2.3521903288912873,35.61149446673437
738.2,48.856600891482714,2.352203174993023,36.07643204827421
738.3,48.85659763323722,2.3522038493352846,37.70394460728629
738.4,48.85659112794304,2.3521931829256157,34.61072052850863
738.5,48.85658553296153,2.3521813655537804,33.62704262726185
738.6,48.856598937876626,2.352207980113751,33.22272862028267
738.7,48.8565944321856,2.3522157091317473,34.24573607888128
738.8,48.85660355782043,2.3522062445229346,34.11470987892327
738.9,48.85660432607435,2.352191559173047,35.439319831223244
739.0,48.856597019037764,2.3522109220413547,36.5174609142618
739.1,48.8566059230483,2.352182215818298,35.993665501824026
739.2,48.85659670757091,2.3522054214907087,36.22749449290875
